"","date","pitch_type","release_speed","player_name","home_team","bb_type","inning","hit_distance_sc","launch_speed","launch_angle","release_spin_rate","pitch_name","DailyAverageDryBulbTemperature","DailyAverageStationPressure","DailyAverageWindSpeed","DailyDepartureFromNormalAverageTemperature","DailyCoolingDegreeDays","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPrecipitation","hit_dist_sc"
"337","2019/09/02","CU","80.9","Johan Camargo","ATL","line_drive",8,"360",109.4,19.2,"2644","Curveball",80,29,2.9,2.9,15,0,93,67,"0.00",360
"338","2019/09/02","FT","91.3","Josh Donaldson","ATL","fly_ball",1,"394",99.8,31.8,"2010","2-Seam Fastball",80,29,2.9,2.9,15,0,93,67,"0.00",394
"339","2019/09/05","FT","94.8","Ronald Acuna Jr.","ATL","fly_ball",5,"389",107.2,28.8,"2219","2-Seam Fastball",83,28.86,10.4,6.5,18,0,93,72,"0.00",389
"340","2019/09/06","CU","81.4","Josh Donaldson","ATL","fly_ball",7,"408",103.2,24.5,"2809","Curveball",79,28.87,6.6,2.8,14,0,93,65,"0.00",408
"341","2019/09/06","SL","82.1","Ozzie Albies","ATL","fly_ball",3,"417",106,32.3,"2370","Slider",79,28.87,6.6,2.8,14,0,93,65,"0.00",417
"342","2019/09/07","FF","97.3","Brian McCann","ATL","fly_ball",6,"413",103.8,24.8,"2431","4-Seam Fastball",81,28.9,5.8,5,16,0,95,67,"0.00",413
"343","2019/09/07","FF","93.3","Josh Donaldson","ATL","fly_ball",4,"443",111.1,26.8,"2125","4-Seam Fastball",81,28.9,5.8,5,16,0,95,67,"0.00",443
"344","2019/09/07","FF","93.8","Ozzie Albies","ATL","fly_ball",1,"349",92.7,32.3,"2153","4-Seam Fastball",81,28.9,5.8,5,16,0,95,67,"0.00",349
"345","2019/09/07","FF","95.4","Matt Joyce","ATL","fly_ball",6,"358",101.4,41.3,"2192","4-Seam Fastball",81,28.9,5.8,5,16,0,95,67,"0.00",358
"346","2019/09/08","FF","92.7","Charlie Culberson","ATL","fly_ball",9,"437",106.4,23.5,"2068","4-Seam Fastball",79,28.96,2.7,3.3,14,0,94,63,"0.00",437
"347","2019/09/08","FC","90.2","Matt Joyce","ATL","fly_ball",2,"382",98.7,34.1,"2490","Cutter",79,28.96,2.7,3.3,14,0,94,63,"0.00",382
"348","2019/09/17","FC","86.6","Adeiny Hechavarria","ATL","fly_ball",8,"373",99.9,34.4,"2436","Cutter",82,28.94,2.6,9,17,0,96,67,"T",373
"349","2019/09/17","FF","96.4","Adam Duvall","ATL","fly_ball",9,"425",112.3,27.7,"2499","4-Seam Fastball",82,28.94,2.6,9,17,0,96,67,"T",425
"350","2019/09/19","FF","93.8","Austin Riley","ATL","fly_ball",6,"403",103.6,25.1,"2271","4-Seam Fastball",73,29.11,4.9,0.7,8,0,79,66,"0.00",403
"351","2019/09/19","FF","91.7","Ronald Acuna Jr.","ATL","fly_ball",3,"432",112.1,31.9,"2090","4-Seam Fastball",73,29.11,4.9,0.7,8,0,79,66,"0.00",432
"352","2019/09/20","FF","95.5","Brian McCann","ATL","fly_ball",6,"383",98.4,31.1,"2249","4-Seam Fastball",71,29.21,3.4,-0.9,6,0,81,60,"0.00",383
"353","2019/09/20","CU","80.2","Ronald Acuna Jr.","ATL","fly_ball",5,"403",107.9,30,"2296","Curveball",71,29.21,3.4,-0.9,6,0,81,60,"0.00",403
"354","2019/09/21","FF","96.5","Adam Duvall","ATL","fly_ball",7,"427",106.9,30.6,"2387","4-Seam Fastball",72,29.21,2.6,0.4,7,0,86,57,"0.00",427
"355","2019/09/21","FF","88.1","Francisco Cervelli","ATL","fly_ball",5,"388",99.4,27.1,"2037","4-Seam Fastball",72,29.21,2.6,0.4,7,0,86,57,"0.00",388
"356","2019/10/03","FF","98.6","Freddie Freeman","ATL","fly_ball",9,"460",109.7,27.6,"2104","4-Seam Fastball",83,28.97,2.7,16,18,0,97,68,"0.00",460
"357","2019/10/03","FT","96.9","Ronald Acuna Jr.","ATL","fly_ball",9,"455",109.2,27.1,"2118","2-Seam Fastball",83,28.97,2.7,16,18,0,97,68,"0.00",455
"358","2019/10/04","FF","95.8","Adam Duvall","ATL","fly_ball",7,"423",105.1,32.7,"2283","4-Seam Fastball",81,28.97,3.5,14.4,16,0,97,65,"0.00",423
"359","2019/10/09","SL","88.3","Josh Donaldson","ATL","fly_ball",4,"421",104.2,26.3,"2552","Slider",68,29.05,4.4,3.3,3,0,74,61,"0.00",421
