"","date","pitch_type","release_speed","player_name","home_team","bb_type","inning","hit_distance_sc","launch_speed","launch_angle","release_spin_rate","pitch_name","DailyAverageDryBulbTemperature","DailyAverageStationPressure","DailyAverageWindSpeed","DailyDepartureFromNormalAverageTemperature","DailyCoolingDegreeDays","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPrecipitation","hit_dist_sc"
"183","2018/04/18","FF","94.3","Ryan Flaherty","ATL","fly_ball",5,"428",106.7,26.2,"2346","4-Seam Fastball",66,28.89,11,4,1,0,83,48,"0.00",428
"184","2018/04/19","CH","83.7","Kurt Suzuki","ATL","fly_ball",1,"352",97.1,37.3,"1850","Changeup",57,28.96,12.3,-5.2,0,8,69,45,"0.00",352
"185","2018/04/20","FF","99.6","Ozzie Albies","ATL","fly_ball",1,"412",108.4,22,"2257","4-Seam Fastball",53,29.21,4,-9.4,0,12,68,37,"0.00",412
"186","2018/05/04","SL","83.9","Nick Markakis","ATL","fly_ball",3,"396",101.9,28.2,"2904","Slider",68,29.1,4.1,2.1,3,0,83,52,"0.00",396
"187","2018/05/04","FF","91.9","Freddie Freeman","ATL","fly_ball",1,"390",102.9,32.4,"2515","4-Seam Fastball",68,29.1,4.1,2.1,3,0,83,52,"0.00",390
"188","2018/05/15","FF","95.4","Ronald Acuna Jr.","ATL","fly_ball",8,"432",105.7,23.9,"2664","4-Seam Fastball",75,28.94,3.6,6.2,10,0,81,69,"0.15",432
"189","2018/05/15","FF","91.9","Ender Inciarte","ATL","fly_ball",4,"360",94.4,36,"2483","4-Seam Fastball",75,28.94,3.6,6.2,10,0,81,69,"0.15",360
"190","2018/05/19","SL","86.5","Freddie Freeman","ATL","fly_ball",8,"391",105.7,34.1,"2337","Slider",78,28.97,4.1,8.1,13,0,86,69,"T",391
"191","2018/05/19","FF","92.0","Kurt Suzuki","ATL","fly_ball",7,"367",101,40.5,"2052","4-Seam Fastball",78,28.97,4.1,8.1,13,0,86,69,"T",367
"192","2018/05/28","SL","90.2","Charlie Culberson","ATL","fly_ball",9,"411",100,31.9,"2540","Slider",76,28.82,5,3.7,11,0,83,68,"0.64",411
"193","2018/05/28","SL","90.5","Tyler Flowers","ATL","fly_ball",7,"412",105.4,22.1,"2494","Slider",76,28.82,5,3.7,11,0,83,68,"0.64",412
"194","2018/05/28","FF","88.2","Kurt Suzuki","ATL","fly_ball",2,"405",105.8,27.7,"2088","4-Seam Fastball",76,28.82,5,3.7,11,0,83,68,"0.64",405
"195","2018/05/29","FF","99.3","Johan Camargo","ATL","line_drive",9,"362",108.7,20.2,"2375","4-Seam Fastball",76,28.77,7.7,3.4,11,0,82,69,"0.48",362
"196","2018/05/30","FF","89.3","Johan Camargo","ATL","line_drive",7,"392",106.3,22,"2074","4-Seam Fastball",77,28.85,8.3,4.1,12,0,82,71,"0.19",392
"197","2018/06/01","CU","81.8","Dansby Swanson","ATL","fly_ball",7,"408",103.6,28.6,"2736","Curveball",77,28.93,4.6,3.6,12,0,88,66,"1.06",408
"198","2018/06/02","CH","81.3","Johan Camargo","ATL","fly_ball",5,"431",103.3,26.8,"1557","Changeup",78,28.84,5.5,4.4,13,0,88,67,"T",431
"199","2018/06/03","FF","90.2","Charlie Culberson","ATL","line_drive",9,"410",103.2,25.6,"1933","4-Seam Fastball",80,28.84,6.6,6.1,15,0,92,68,"0.00",410
"200","2018/06/03","FF","91.2","Dansby Swanson","ATL","fly_ball",7,"393",103.2,26.6,"2390","4-Seam Fastball",80,28.84,6.6,6.1,15,0,92,68,"0.00",393
"201","2018/06/12","FF","90.2","Ozzie Albies","ATL","fly_ball",6,"396",105,26.3,"2317","4-Seam Fastball",75,29.03,3.5,-1,10,0,82,67,"0.00",396
"202","2018/06/12","SL","89.0","Freddie Freeman","ATL","fly_ball",6,"375",98.7,31.7,"2382","Slider",75,29.03,3.5,-1,10,0,82,67,"0.00",375
"203","2018/06/13","CU","71.8","Freddie Freeman","ATL","fly_ball",8,"393",104.2,41.7,"2364","Curveball",79,29.02,3.2,2.7,14,0,87,70,"0.28",393
"204","2018/06/14","FC","87.1","Ender Inciarte","ATL","fly_ball",5,"378",95.3,33.2,"2498","Cutter",78,28.97,3.8,1.5,13,0,86,69,"T",378
"205","2018/06/15","FT","90.0","Freddie Freeman","ATL","fly_ball",5,"390",100.7,32.6,"2135","2-Seam Fastball",81,28.94,3.3,4.3,16,0,93,69,"1.06",390
"206","2018/06/16","FF","92.6","Charlie Culberson","ATL","fly_ball",5,"384",101.9,38.6,"2066","4-Seam Fastball",81,28.97,2.9,4.1,16,0,90,71,"0.44",384
"207","2018/06/17","SL","82.9","Tyler Flowers","ATL","fly_ball",8,"435",106,25.1,"2542","Slider",80,29.07,2.3,2.9,15,0,90,69,"0.00",435
"208","2018/06/24","CH","87.0","Dansby Swanson","ATL","line_drive",8,"388",94.9,28.6,"1963","Changeup",82,28.95,5,3.8,17,0,92,71,"0.00",388
"209","2018/06/25","CH","85.2","Ozzie Albies","ATL","fly_ball",11,"375",96.2,29.4,"2110","Changeup",80,29.03,3.7,1.6,15,0,91,69,"0.51",375
"210","2018/07/11","FC","85.4","Ozzie Albies","ATL","fly_ball",8,"414",104.4,21.4,"2402","Cutter",83,28.97,2.2,3.2,18,0,94,71,"T",414
"211","2018/07/11","CH","84.3","Ozzie Albies","ATL","fly_ball",6,"386",99.4,35,"1886","Changeup",83,28.97,2.2,3.2,18,0,94,71,"T",386
"212","2018/07/15","FF","92.4","Preston Tucker","ATL","fly_ball",7,"359",98.8,38.8,"2191","4-Seam Fastball",81,29.01,2.9,1.1,16,0,90,71,"1.38",359
"213","2018/07/26","SL","84.8","Ronald Acuna Jr.","ATL","fly_ball",8,"436",106.2,27.6,"2419","Slider",79,28.94,4.3,-1,14,0,90,68,"0.00",436
"214","2018/07/28","FF","93.8","Johan Camargo","ATL","line_drive",7,"396",105.6,22.8,"2255","4-Seam Fastball",79,29,6.4,-1,14,0,89,68,"0.00",396
"215","2018/07/29","SL","87.9","Nick Markakis","ATL","fly_ball",3,"396",102.1,23.1,"2349","Slider",77,28.98,2.7,-3,12,0,90,64,"0.00",396
"216","2018/07/30","FF","89.9","Ronald Acuna Jr.","ATL","fly_ball",5,"401",103.7,32.4,"2102","4-Seam Fastball",78,28.96,3.1,-1.9,13,0,86,70,"0.00s",401
"217","2018/07/30","FT","91.8","Freddie Freeman","ATL","fly_ball",3,"395",100.7,29.3,"2004","2-Seam Fastball",78,28.96,3.1,-1.9,13,0,86,70,"0.00s",395
"218","2018/07/31","CH","94.3","Johan Camargo","ATL","fly_ball",6,"410",102.2,30.3,"1531","Changeup",77,28.97,0.9,-2.9,12,0,85,69,"1.14",410
"219","2018/07/31","FF","90.0","Nick Markakis","ATL","fly_ball",3,"377",96.5,35.1,"2296","4-Seam Fastball",77,28.97,0.9,-2.9,12,0,85,69,"1.14",377
"220","2018/07/31","FF","92.2","Ronald Acuna Jr.","ATL","fly_ball",1,"378",106.2,41.7,"2451","4-Seam Fastball",77,28.97,0.9,-2.9,12,0,85,69,"1.14",378
"221","2018/08/11","FC","89.2","Ronald Acuna Jr.","ATL","fly_ball",1,"388",107.3,26.2,"2284","Cutter",80,28.92,7.1,0.4,15,0,87,73,"0.00",388
"222","2018/08/12","SL","82.2","Ozzie Albies","ATL","fly_ball",7,"382",101.1,24.8,"2315","Slider",80,28.97,4.3,0.5,15,0,90,69,"0.00",382
"223","2018/08/12","FF","95.4","Dansby Swanson","ATL","fly_ball",6,"398",98,29.7,"2452","4-Seam Fastball",80,28.97,4.3,0.5,15,0,90,69,"0.00",398
"224","2018/08/12","FT","91.1","Ronald Acuna Jr.","ATL","fly_ball",2,"411",103.7,28.3,"2161","2-Seam Fastball",80,28.97,4.3,0.5,15,0,90,69,"0.00",411
"225","2018/08/13","SL","85.9","Freddie Freeman","ATL","fly_ball",7,"441",104.7,32.3,"2057","Slider",79,28.98,3.4,-0.5,14,0,89,68,"0.00",441
"226","2018/08/13","FF","93.4","Ronald Acuna Jr.","ATL","fly_ball",1,"441",110.1,22.8,"2110","4-Seam Fastball",79,28.98,3.4,-0.5,14,0,89,68,"0.00",441
"227","2018/08/13","FF","93.0","Ronald Acuna Jr.","ATL","fly_ball",1,"415",105.1,28.3,"1967","4-Seam Fastball",79,28.98,3.4,-0.5,14,0,89,68,"0.00",415
"228","2018/08/14","CH","85.9","Ronald Acuna Jr.","ATL","fly_ball",7,"371",100.4,28.4,"1803","Changeup",77,28.98,2.9,-2.4,12,0,89,65,"0.00",371
"229","2018/08/14","FF","95.7","Freddie Freeman","ATL","fly_ball",6,"388",101.9,34.9,"2278","4-Seam Fastball",77,28.98,2.9,-2.4,12,0,89,65,"0.00",388
"230","2018/08/14","FF","90.6","Charlie Culberson","ATL","fly_ball",1,"396",99.9,30.1,"2114","4-Seam Fastball",77,28.98,2.9,-2.4,12,0,89,65,"0.00",396
"231","2018/08/14","FF","90.1","Ronald Acuna Jr.","ATL","fly_ball",1,"407",107.2,26.5,"2199","4-Seam Fastball",77,28.98,2.9,-2.4,12,0,89,65,"0.00",407
"232","2018/08/15","FF","93.8","Dansby Swanson","ATL","fly_ball",4,"414",102.5,25.7,"2097","4-Seam Fastball",79,29.03,1.6,-0.4,14,0,92,65,"0.00",414
"233","2018/08/16","FF","94.8","Kurt Suzuki","ATL","fly_ball",2,"410",100.8,24.7,"2176","4-Seam Fastball",80,29.08,4.3,0.7,15,0,91,68,"T",410
"234","2018/08/28","FF","93.6","Ender Inciarte","ATL","fly_ball",8,"391",101.9,35.7,"2049","4-Seam Fastball",80,29.1,1.9,2,15,0,91,69,"0.00",391
"235","2018/08/28","SL","81.1","Tyler Flowers","ATL","fly_ball",8,"370",101.1,23.9,"2884","Slider",80,29.1,1.9,2,15,0,91,69,"0.00",370
"236","2018/08/29","SI","99.7","Johan Camargo","ATL","line_drive",1,"410",104.2,21.5,"2019","Sinker",81,29.08,3.5,3.2,16,0,90,71,"0.00",410
"237","2018/08/31","SL","89.6","Johan Camargo","ATL","fly_ball",7,"371",95.2,29.5,"2382","Slider",80,29.08,2.6,2.5,15,0,89,70,"0.00",371
"238","2018/08/31","FF","94.1","Ronald Acuna Jr.","ATL","fly_ball",6,"383",104,36,"2287","4-Seam Fastball",80,29.08,2.6,2.5,15,0,89,70,"0.00",383
"239","2018/09/01","FF","95.6","Dansby Swanson","ATL","fly_ball",8,"358",96.5,30.2,"2170","4-Seam Fastball",81,29.11,2.2,3.7,16,0,91,70,"0.00",358
"240","2018/09/02","FF","92.3","Ronald Acuna Jr.","ATL","fly_ball",1,"430",109.6,32.2,"2222","4-Seam Fastball",81,29.13,2.9,3.9,16,0,91,70,"0.00",430
"241","2018/09/03","FF","96.6","Ozzie Albies","ATL","line_drive",6,"363",99.2,22.8,"2222","4-Seam Fastball",80,29.17,3.7,3.1,15,0,89,71,"0.00",363
"242","2018/09/04","FT","90.9","Kurt Suzuki","ATL","fly_ball",2,"400",99.7,23.3,"2299","2-Seam Fastball",79,29.16,3.4,2.3,14,0,87,71,"0.00",400
"243","2018/09/05","FF","92.5","Freddie Freeman","ATL","fly_ball",8,"410",105.5,35.8,"2090","4-Seam Fastball",80,29.12,2.8,3.5,15,0,88,72,"0.00",410
"244","2018/09/05","SI","89.1","Ronald Acuna Jr.","ATL","fly_ball",1,"415",109.8,23.5,"2071","Sinker",80,29.12,2.8,3.5,15,0,88,72,"0.00",415
"245","2018/09/16","FF","90.8","Charlie Culberson","ATL","fly_ball",8,"413",100.8,26.7,"2197","4-Seam Fastball",76,28.79,7.8,2.7,11,0,80,71,"0.04",413
"246","2018/09/16","FT","94.1","Tyler Flowers","ATL","line_drive",4,"348",99.3,22.9,"2079","2-Seam Fastball",76,28.79,7.8,2.7,11,0,80,71,"0.04",348
"247","2018/09/17","FF","93.6","Freddie Freeman","ATL","line_drive",3,"403",103.9,28.1,"2218","4-Seam Fastball",79,28.87,5,6,14,0,91,66,"0.00",403
"248","2018/09/18","FF","92.3","Ronald Acuna Jr.","ATL","fly_ball",3,"411",107.2,35.4,"1948","4-Seam Fastball",80,28.92,4.8,7.3,15,0,92,67,"0.00",411
"249","2018/09/19","FF","90.3","Tyler Flowers","ATL","fly_ball",8,"406",107,36.3,"2005","4-Seam Fastball",81,28.94,2.7,8.7,16,0,94,68,"0.00",406
"250","2018/09/19","FF","92.3","Freddie Freeman","ATL","fly_ball",4,"407",105.5,28.4,"2079","4-Seam Fastball",81,28.94,2.7,8.7,16,0,94,68,"0.00",407
"251","2018/09/21","SI","88.6","Ozzie Albies","ATL","fly_ball",7,"397",100.5,26.2,"2026","Sinker",79,29.08,3,7.4,14,0,90,68,"0.00",397
"252","2018/09/23","CH","84.3","Lane Adams","ATL","fly_ball",5,"395",104.3,26.8,"1409","Changeup",77,29,2.3,6.2,12,0,89,65,"0.00",395
"253","2018/10/07","KC","83.1","Freddie Freeman","ATL","fly_ball",6,"396",102,32.9,"2032","Knuckle Curve",78,29.1,2.7,12.6,13,0,88,68,"0.00",396
"254","2018/10/07","FF","98.1","Ronald Acuna Jr.","ATL","fly_ball",2,"414",109,34.6,"2270","4-Seam Fastball",78,29.1,2.7,12.6,13,0,88,68,"0.00",414
"255","2019/04/01","CH","76.6","Ronald Acuna Jr.","ATL","fly_ball",3,"421",108.4,27,"2202","Changeup",45,29.12,5,-12.6,0,20,59,31,"0.00",421
"256","2019/04/01","CH","78.9","Ender Inciarte","ATL","fly_ball",1,"414",101.2,31.8,"1957","Changeup",45,29.12,5,-12.6,0,20,59,31,"0.00",414
"257","2019/04/03","FF","89.6","Ozzie Albies","ATL","fly_ball",3,"369",101.5,28.8,"2214","4-Seam Fastball",53,29.21,2.1,-5.1,0,12,72,34,"0.00",369
"258","2019/04/03","FC","88.9","Dansby Swanson","ATL","fly_ball",3,"391",101.6,27.9,"2454","Cutter",53,29.21,2.1,-5.1,0,12,72,34,"0.00",391
"259","2019/04/05","CU","80.6","Tyler Flowers","ATL","line_drive",4,"385",108,22.3,"2166","Curveball",64,29,5.1,5.4,0,1,74,53,"0.16",385
"260","2019/04/05","CH","85.8","Ronald Acuna Jr.","ATL","fly_ball",4,"389",104.9,27.9,"1893","Changeup",64,29,5.1,5.4,0,1,74,53,"0.16",389
"261","2019/04/07","CH","84.3","Dansby Swanson","ATL","fly_ball",4,"419",105.3,23.6,"2073","Changeup",69,29.09,4.4,9.8,4,0,79,59,"0.79",419
"262","2019/04/07","FF","93.2","Freddie Freeman","ATL","fly_ball",1,"417",104.4,25.6,"2547","4-Seam Fastball",69,29.09,4.4,9.8,4,0,79,59,"0.79",417
"263","2019/04/11","FT","90.6","Ronald Acuna Jr.","ATL","fly_ball",8,"462",111.5,31.4,"2157","2-Seam Fastball",69,28.86,7,8.8,4,0,80,58,"T",462
"264","2019/04/11","SI","92.7","Johan Camargo","ATL","line_drive",2,"392",108.1,18.6,"2067","Sinker",69,28.86,7,8.8,4,0,80,58,"T",392
"265","2019/04/13","SI","96.6","Josh Donaldson","ATL","fly_ball",7,"397",106.3,32.1,"2330","Sinker",69,28.92,5.3,8.3,4,0,80,57,"0.00",397
"266","2019/04/13","FF","89.6","Nick Markakis","ATL","fly_ball",4,"418",108.2,25,"1941","4-Seam Fastball",69,28.92,5.3,8.3,4,0,80,57,"0.00",418
"267","2019/04/14","FF","95.7","Charlie Culberson","ATL","fly_ball",6,"378",101.1,26.9,"2441","4-Seam Fastball",64,28.66,14.3,3,0,1,77,50,"1.28",378
"268","2019/04/14","FF","97.0","Josh Donaldson","ATL","line_drive",5,"406",109.3,16.4,"2434","4-Seam Fastball",64,28.66,14.3,3,0,1,77,50,"1.28",406
"269","2019/04/14","SL","91.9","Nick Markakis","ATL","fly_ball",2,"377",97.9,25.5,"2493","Slider",64,28.66,14.3,3,0,1,77,50,"1.28",377
"270","2019/04/16","FF","95.2","Ozzie Albies","ATL","fly_ball",7,"415",103.5,32,"1987","4-Seam Fastball",58,29.13,3,-3.5,0,7,74,41,"0.00",415
"271","2019/04/16","CU","83.2","Ronald Acuna Jr.","ATL","fly_ball",4,"448",114.3,30.1,"2192","Curveball",58,29.13,3,-3.5,0,7,74,41,"0.00",448
"272","2019/04/18","FF","90.3","Freddie Freeman","ATL","fly_ball",8,"392",105.7,42.3,"2231","4-Seam Fastball",69,28.87,8.1,7,4,0,78,59,"0.12",392
"273","2019/04/26","FF","94.5","Tyler Flowers","ATL","line_drive",9,"366",108.6,23.1,"2040","4-Seam Fastball",65,28.78,12.2,1.1,0,0,72,57,"0.01",366
"274","2019/04/26","FF","94.6","Tyler Flowers","ATL","fly_ball",6,"438",108.5,29.2,"2142","4-Seam Fastball",65,28.78,12.2,1.1,0,0,72,57,"0.01",438
"275","2019/04/27","CU","78.9","Ender Inciarte","ATL","fly_ball",2,"380",97.6,26.8,"2584","Curveball",61,28.94,6.7,-3.2,0,4,77,45,"0.00",380
"276","2019/04/27","FF","95.7","Freddie Freeman","ATL","line_drive",1,"405",112,20,"2018","4-Seam Fastball",61,28.94,6.7,-3.2,0,4,77,45,"0.00",405
"277","2019/04/28","FF","91.3","Josh Donaldson","ATL","fly_ball",8,"388",101.1,32.8,"2237","4-Seam Fastball",68,28.95,6.8,3.6,3,0,81,55,"T",388
"278","2019/04/28","FF","91.4","Ozzie Albies","ATL","fly_ball",3,"400",102.5,23.3,"2122","4-Seam Fastball",68,28.95,6.8,3.6,3,0,81,55,"T",400
"279","2019/04/28","FF","91.3","Freddie Freeman","ATL","fly_ball",1,"434",108,29.2,"2196","4-Seam Fastball",68,28.95,6.8,3.6,3,0,81,55,"T",434
"280","2019/04/28","FF","89.2","Ozzie Albies","ATL","fly_ball",1,"410",103.1,35.1,"2093","4-Seam Fastball",68,28.95,6.8,3.6,3,0,81,55,"T",410
"281","2019/04/29","SL","80.1","Ozzie Albies","ATL","fly_ball",5,"401",100.7,30.6,"1910","Slider",71,29.1,3.5,6.4,6,0,84,58,"0.00",401
"282","2019/05/01","FT","94.8","Dansby Swanson","ATL","fly_ball",7,"406",101.3,31.3,"1943","2-Seam Fastball",73,29.15,4.2,7.9,8,0,82,63,"0.00",406
"283","2019/05/15","CH","82.8","Charlie Culberson","ATL","line_drive",8,"353",93.3,24,"1533","Changeup",62,28.97,3.5,-6.8,0,3,76,48,"0.00",353
"284","2019/05/15","FF","89.9","Austin Riley","ATL","fly_ball",4,"438",109.1,26.5,"1873","4-Seam Fastball",62,28.97,3.5,-6.8,0,3,76,48,"0.00",438
"285","2019/05/16","FT","93.7","Freddie Freeman","ATL","fly_ball",8,"427",105.6,34.6,"2174","2-Seam Fastball",71,28.95,3.8,1.9,6,0,85,57,"0.00",427
"286","2019/05/17","FF","95.6","Tyler Flowers","ATL","fly_ball",6,"437",109,22.6,"2611","4-Seam Fastball",76,28.94,4.1,6.7,11,0,88,63,"0.00",437
"287","2019/05/17","FF","96.6","Josh Donaldson","ATL","fly_ball",6,"405",101.7,25,"2453","4-Seam Fastball",76,28.94,4.1,6.7,11,0,88,63,"0.00",405
"288","2019/05/17","FF","95.6","Dansby Swanson","ATL","fly_ball",6,"407",104.4,35,"2675","4-Seam Fastball",76,28.94,4.1,6.7,11,0,88,63,"0.00",407
"289","2019/05/17","FF","90.5","Freddie Freeman","ATL","fly_ball",3,"433",107.7,31.7,"2224","4-Seam Fastball",76,28.94,4.1,6.7,11,0,88,63,"0.00",433
"290","2019/05/18","FF","93.7","Freddie Freeman","ATL","fly_ball",10,"391",99.4,31.2,"1913","4-Seam Fastball",75,28.95,3.4,5.4,10,0,87,63,"0.00",391
"291","2019/05/18","SI","87.0","Austin Riley","ATL","fly_ball",6,"385",104.4,28.4,"2067","Sinker",75,28.95,3.4,5.4,10,0,87,63,"0.00",385
"292","2019/05/19","FF","95.5","Freddie Freeman","ATL","fly_ball",7,"418",109,22.8,"2092","4-Seam Fastball",76,28.95,5.1,6.1,11,0,88,63,"0.00",418
"293","2019/05/19","CH","88.2","Ronald Acuna Jr.","ATL","fly_ball",1,"450",110,29.9,"1839","Changeup",76,28.95,5.1,6.1,11,0,88,63,"0.00",450
"294","2019/05/28","FF","92.7","Austin Riley","ATL","fly_ball",8,"412",102,26.2,"2252","4-Seam Fastball",82,28.9,7.1,9.7,17,0,94,69,"0.00",412
"295","2019/05/29","SI","90.8","Austin Riley","ATL","fly_ball",7,"438",109.8,26.2,"2536","Sinker",79,28.89,5.8,6.4,14,0,93,65,"0.00",438
"296","2019/07/03","KC","80.0","Josh Donaldson","ATL","fly_ball",4,"404",102.5,28.2,"2890","Knuckle Curve",84,28.94,5.2,4.7,19,0,91,76,"T",404
"297","2019/07/03","FF","94.2","Matt Joyce","ATL","fly_ball",6,"395",99.3,31.6,"1988","4-Seam Fastball",84,28.94,5.2,4.7,19,0,91,76,"T",395
"298","2019/07/03","SL","85.0","Austin Riley","ATL","fly_ball",6,"410",101.3,31.2,"2372","Slider",84,28.94,5.2,4.7,19,0,91,76,"T",410
"299","2019/07/04","FF","93.8","Ozzie Albies","ATL","fly_ball",3,"416",103.1,33.3,"2239","4-Seam Fastball",84,28.97,4.4,4.7,19,0,94,73,"0.00",416
"300","2019/07/04","FF","94.7","Dansby Swanson","ATL","fly_ball",8,"392",100.2,33.8,"2528","4-Seam Fastball",84,28.97,4.4,4.7,19,0,94,73,"0.00",392
"301","2019/07/04","FT","94.2","Josh Donaldson","ATL","fly_ball",4,"426",105.6,28.2,"2454","2-Seam Fastball",84,28.97,4.4,4.7,19,0,94,73,"0.00",426
"302","2019/07/04","FT","94.3","Freddie Freeman","ATL","fly_ball",4,"401",101.8,25.1,"2504","2-Seam Fastball",84,28.97,4.4,4.7,19,0,94,73,"0.00",401
"303","2019/07/04","FT","93.4","Dansby Swanson","ATL","fly_ball",1,"404",103.9,21.7,"2136","2-Seam Fastball",84,28.97,4.4,4.7,19,0,94,73,"0.00",404
"304","2019/07/06","FF","90.7","Ronald Acuna Jr.","ATL","fly_ball",1,"431",108.1,36,"2504","4-Seam Fastball",82,29,3.7,2.5,17,0,93,71,"T",431
"305","2019/07/06","CH","83.1","Austin Riley","ATL","fly_ball",2,"404",106.4,38.3,"1914","Changeup",82,29,3.7,2.5,17,0,93,71,"T",404
"306","2019/07/07","FF","91.9","Josh Donaldson","ATL","fly_ball",3,"423",104.5,28.2,"2119","4-Seam Fastball",80,28.9,4.8,0.4,15,0,88,72,"0.36",423
"307","2019/07/18","SI","92.5","Nick Markakis","ATL","line_drive",8,"351",99.1,24.7,"2455","Sinker",82,29.01,5.9,2,17,0,91,72,"T",351
"308","2019/07/20","FS","82.2","Brian McCann","ATL","line_drive",6,"358",94.9,23.1,"1496","Split Finger",81,29,4.2,1,16,0,90,72,"0.86",358
"309","2019/07/21","CU","80.9","Josh Donaldson","ATL","fly_ball",6,"432",108.6,29.3,"2096","Curveball",80,29,4.6,0,15,0,89,71,"0.00",432
"310","2019/07/21","SI","91.2","Ronald Acuna Jr.","ATL","fly_ball",8,"425",110.4,24.1,"2404","Sinker",80,29,4.6,0,15,0,89,71,"0.00",425
"311","2019/08/01","KC","82.9","Freddie Freeman","ATL","fly_ball",1,"387",99.2,31.4,"2275","Knuckle Curve",80,29.01,2.9,0.1,15,0,93,67,"2.65",387
"312","2019/08/01","FT","95.1","Adam Duvall","ATL","fly_ball",6,"435",107.8,31.2,"2145","2-Seam Fastball",80,29.01,2.9,0.1,15,0,93,67,"2.65",435
"313","2019/08/02","FT","89.7","Ronald Acuna Jr.","ATL","fly_ball",6,"463",115.9,28.4,"1966","2-Seam Fastball",78,28.99,3,-1.9,13,0,87,68,"0.14",463
"314","2019/08/02","KC","81.4","Austin Riley","ATL","fly_ball",5,"395",100,31.4,"2091","Knuckle Curve",78,28.99,3,-1.9,13,0,87,68,"0.14",395
"315","2019/08/04","FF","93.5","Tyler Flowers","ATL","fly_ball",10,"416",108.5,20.4,"2394","4-Seam Fastball",79,28.94,2.3,-0.8,14,0,86,72,"T",416
"316","2019/08/04","FT","96.8","Ronald Acuna Jr.","ATL","fly_ball",9,"384",105.4,25.7,"2125","2-Seam Fastball",79,28.94,2.3,-0.8,14,0,86,72,"T",384
"317","2019/08/04","SL","84.5","Josh Donaldson","ATL","line_drive",8,"399",104.1,19.9,"3071","Slider",79,28.94,2.3,-0.8,14,0,86,72,"T",399
"318","2019/08/13","FT","97.7","Ronald Acuna Jr.","ATL","fly_ball",4,"409",104.7,24.8,"2087","2-Seam Fastball",85,28.86,5.7,5.5,20,0,97,73,"0.29",409
"319","2019/08/15","FF","92.5","Ronald Acuna Jr.","ATL","fly_ball",9,"368",93.5,34.8,"1958","4-Seam Fastball",81,28.9,5,1.6,16,0,91,70,"0.00",368
"320","2019/08/15","FF","92.9","Freddie Freeman","ATL","fly_ball",8,"381",102.3,31.4,"2010","4-Seam Fastball",81,28.9,5,1.6,16,0,91,70,"0.00",381
"321","2019/08/15","CU","78.7","Freddie Freeman","ATL","fly_ball",9,"401",104.8,24.5,"2564","Curveball",81,28.9,5,1.6,16,0,91,70,"0.00",401
"322","2019/08/15","FF","92.2","Josh Donaldson","ATL","line_drive",9,"401",106.2,20.5,"1961","4-Seam Fastball",81,28.9,5,1.6,16,0,91,70,"0.00",401
"323","2019/08/15","FC","90.6","Josh Donaldson","ATL","fly_ball",6,"382",100.2,29.8,"2605","Cutter",81,28.9,5,1.6,16,0,91,70,"0.00",382
"324","2019/08/15","FC","90.7","Matt Joyce","ATL","fly_ball",4,"381",103.3,38.6,"2701","Cutter",81,28.9,5,1.6,16,0,91,70,"0.00",381
"325","2019/08/17","FT","91.3","Adam Duvall","ATL","fly_ball",6,"438",106.7,23.4,"1979","2-Seam Fastball",81,28.94,2,1.8,16,0,95,67,"0.00",438
"326","2019/08/17","FF","92.4","Josh Donaldson","ATL","fly_ball",6,"407",102,30.3,"2092","4-Seam Fastball",81,28.94,2,1.8,16,0,95,67,"0.00",407
"327","2019/08/18","SI","95.6","Rafael Ortega","ATL","fly_ball",6,"390",99,27.1,"2387","Sinker",84,28.97,1.9,4.9,19,0,95,72,"0.00",390
"328","2019/08/20","FF","94.9","Freddie Freeman","ATL","fly_ball",5,"394",104.5,37.8,"2308","4-Seam Fastball",82,29.05,3,3,17,0,92,71,"0.00",394
"329","2019/08/20","CH","81.9","Freddie Freeman","ATL","fly_ball",4,"368",96.1,34.1,"2084","Changeup",82,29.05,3,3,17,0,92,71,"0.00",368
"330","2019/08/21","SL","85.9","Adeiny Hechavarria","ATL","fly_ball",2,"422",104.6,24.4,"2353","Slider",82,29.03,5.4,3.1,17,0,93,70,"0.00",422
"331","2019/08/21","FF","91.4","Ronald Acuna Jr.","ATL","fly_ball",5,"415",108.7,27.1,"2437","4-Seam Fastball",82,29.03,5.4,3.1,17,0,93,70,"0.00",415
"332","2019/08/22","FF","97.4","Freddie Freeman","ATL","fly_ball",8,"397",102.9,25.9,"2348","4-Seam Fastball",83,28.99,6,4.2,18,0,93,73,"0.00",397
"333","2019/08/30","FC","87.0","Tyler Flowers","ATL","fly_ball",2,"396",107.6,38,"2122","Cutter",74,29.05,2.7,-3.7,9,0,89,59,"0.00",396
"334","2019/08/31","CH","87.1","Josh Donaldson","ATL","line_drive",8,"410",111.1,22,"1625","Changeup",77,29.08,2.8,-0.5,12,0,89,64,"0.00",410
"335","2019/09/01","CH","81.3","Freddie Freeman","ATL","fly_ball",1,"380",103.8,26.4,"1557","Changeup",79,29.07,3.4,1.7,14,0,89,68,"0.00",380
"336","2019/09/01","FF","96.6","Freddie Freeman","ATL","fly_ball",6,"410",105.6,29.7,"2570","4-Seam Fastball",79,29.07,3.4,1.7,14,0,89,68,"0.00",410
